year,state,county_name,fips_code,rep_num,dem_num,county_num,vap,dem_margin,turnout,state_electoral_votes
2004,AR,Scott,05127,2514.0,1473.0,4038,8140,-0.2578008915304606,0.49606879606879606,6
2004,AR,Searcy,05129,2565.0,1370.0,3992,6300,-0.2993486973947896,0.6336507936507937,6
2004,AR,Sebastian,05131,27303.0,16479.0,44211,83575,-0.24482594829341114,0.5289979060723901,6
2004,AR,Sevier,05133,2516.0,2035.0,4601,9655,-0.10454249076287764,0.476540652511652,6
2004,AR,Sharp,05135,4097.0,3265.0,7470,13910,-0.11137884872824631,0.5370237239396118,6
2004,AR,Stone,05137,3188.0,2255.0,5549,9440,-0.1681384033159128,0.5878177966101695,6
2004,AR,Union,05139,10502.0,7071.0,17832,32070,-0.1924069089277703,0.5560336763330215,6
2004,AR,Van Buren,05141,3988.0,3310.0,7374,12895,-0.0919446704637917,0.5718495540907328,6
2004,AR,Washington,05143,35726.0,27597.0,64103,130995,-0.12681153768154377,0.48935455551738616,6
2004,AR,White,05145,17001.0,9129.0,26425,55030,-0.2978997161778619,0.4801926222060694,6
2004,AR,Woodruff,05147,1021.0,1972.0,3026,5830,0.3142762723066755,0.5190394511149228,6
2004,AR,Yell,05149,3678.0,2913.0,6659,14230,-0.11488211443159634,0.4679550245959241,6
2008,AR,Arkansas,05001,4185.0,2619.0,6978,14605,-0.2244196044711952,0.4777815816501198,6
2008,AR,Ashley,05003,5406.0,2976.0,8642,16380,-0.28118491090025455,0.5275946275946276,6
2008,AR,Baxter,05005,12852.0,6539.0,19981,33580,-0.31595015264501275,0.5950268016676593,6
2008,AR,Benton,05007,51124.0,23331.0,76073,139795,-0.365346443547645,0.5441753996924067,6
2008,AR,Boone,05009,10575.0,4435.0,15474,27645,-0.3967946232389815,0.5597395550732501,6
2008,AR,Bradley,05011,2262.0,1680.0,4041,8680,-0.14402375649591687,0.4655529953917051,6
2008,AR,Calhoun,05013,1462.0,691.0,2217,4150,-0.34776725304465494,0.5342168674698795,6
2008,AR,Carroll,05015,6083.0,4172.0,10579,19755,-0.18064089233386899,0.5355099974689952,6
2008,AR,Chicot,05017,2119.0,3043.0,5208,9035,0.1774193548387097,0.5764250138350858,6
2008,AR,Clark,05019,4608.0,4267.0,9094,18355,-0.03749725093468221,0.4954508308362844,6
2008,AR,Clay,05021,3032.0,2244.0,5511,12515,-0.14298675376519687,0.44035157810627246,6
2008,AR,Cleburne,05023,7962.0,2951.0,11338,19955,-0.4419650732051508,0.5681784014031571,6
2008,AR,Cleveland,05025,2451.0,911.0,3505,6485,-0.43937232524964337,0.5404780262143408,6
2008,AR,Columbia,05027,5861.0,3554.0,9558,18180,-0.241368487131199,0.5257425742574258,6
2008,AR,Conway,05029,4691.0,3149.0,8138,15450,-0.1894814450724994,0.5267313915857605,6
2008,AR,Craighead,05031,18881.0,11294.0,30968,67475,-0.24499483337638853,0.4589551685809559,6
2008,AR,Crawford,05033,14688.0,5238.0,20532,42035,-0.4602571595558153,0.488450101106221,6
2008,AR,Crittenden,05035,7650.0,10330.0,18255,36505,0.14680909339906875,0.5000684837693467,6
2008,AR,Cross,05037,4393.0,2580.0,7130,13750,-0.2542776998597475,0.5185454545454545,6
2008,AR,Dallas,05039,1757.0,1471.0,3318,6075,-0.0861965039180229,0.5461728395061728,6
2008,AR,Desha,05041,1999.0,2569.0,4678,9800,0.1218469431380932,0.4773469387755102,6
2008,AR,Drew,05043,3860.0,2598.0,6610,14055,-0.19092284417549168,0.4702952685876912,6
